kepid,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
4462,10.041534787517804,137.0621227107059,2454970.0625083027,0.17530519903791558,0.26622930464452077,-0.17420324091511716,4.329004672481497,0.15428550982417324,-0.15428550982417324,185.86130993977497,10.297974344153625,-10.297974344153625,0.01239945928461952,0.0005287524647884544,-0.00041596259273209374,1.0273111641422217,0.10049601464920313,-0.3985502013961437,1.3365293718419762,0.1740405131169275,-0.1391829843566534,0.08791177581712815,89.43767589506457,839.799864933904,117.52755029030722,46.304511806537654,-29.47659957936445,17.609543550426125,1.5726401059050839,-1.5726401059050839,0.26746041863777886,0.39323343686163403,3.974358721124562,15.092132002678735,19.420769742509773,5,125.97150575205482,0.6535599596144083,5686.089939253816,113.03673193742661,-101.07346387485323,4.405155840769668,0.10323241049354201,-0.10003673193742661,0.986390681781751,0.13341607018067508,-0.10245658329760257,0.898416070180675,0.0718081026233855,-0.0525509790613992,0.0,CONFIRMED
4463,7.337956438124461,138.5093420396179,2454971.509419393,0.02804148819891847,0.4076421875933483,-0.02804148819891847,3.4531698946388945,0.1116753781524831,-0.1116753781524831,330.4011629127175,16.96830550232177,-16.96830550232177,0.016547618370727338,0.000760836757922668,-0.0004120064353326364,2.48393574646348,0.32100060160488564,-0.946723792462425,1.5345281105856694,0.45170918948066696,-0.1408545947403335,0.07245982163182335,89.91803567363534,876.1109731624335,139.1975152609078,120.24695077277296,-37.64776191367986,17.16943613343903,1.5820162643100506,-1.5820162643100506,0.27095044592044165,0.3860991081591167,3.997806872721512,18.28840848770952,21.43762699933664,1,140.2991081591167,0.8293346514248994,5798.119270802217,154.3590539447499,-172.12818921105003,4.5529744863116,0.03625637842210004,-0.19144451341878324,0.849965567902767,0.25110267552264987,-0.07891454052596665,0.940093757113817,0.09825637842210005,-0.1198290810519333,0.4672333478098962,CONFIRMED
4464,6.32201784811989,134.82643383604832,2454967.8261994226,0.39769064543724497,0.06652864569545852,-0.39769064543724497,1.6023866335258754,0.14104276582523623,-0.14104276582523623,307.6551423948491,30.99763511975923,-30.99763511975923,0.0160739281830434,0.0008816314935924415,-0.0012315660091917408,13.677898348266703,10.461679931017887,-6.6752272675036615,1.370427658252362,0.15088262653733625,-0.09521382912618102,0.06299463101617189,89.24994537993477,788.1310284789698,91.09545961941969,36.66447824857271,-20.448853575405973,29.4760970524392,10.60991866667785,-10.60991866667785,0.14881792563107285,0.5758860778511247,3.1655767278224665,13.033815785056731,13.203457281545255,1,211.8316677023164,0.6127440800784704,5073.914468349528,151.57507275089915,-137.7916328803414,4.576449506278451,0.03381801268601031,-0.07791993035605002,0.7805532247248095,0.08839854744343192,-0.05451865190935689,0.8514840790939043,0.0495213829126181,-0.07544131326866813,0.05952957592240173,CONFIRMED
4465,2.024278433374152,162.89725026322725,2454995.8971566367,0.4602039670894169,0.05424067476411587,-0.44579011272107916,2.531822528102152,0.0468115748141541,-0.0468115748141541,203.99523402871904,3.17969212514805,-3.17969212514805,0.013069767916697516,0.0015664499718989172,-0.0003672608052832601,0.777695334290725,0.334295393992575,-0.1521879718507636,1.7547158090307837,0.2821077561981825,-0.3061308468120788,0.0315593842502961,85.16765245425388,1602.5784487603635,1558.4816310340814,695.5328063135619,-574.7537803190982,5.5103735933300495,1.3252750156129003,-1.3252750156129003,0.2592636175295104,0.4114926879722662,5.32512965182242,53.16567681261451,74.81249266225748,3,603.3830668831428,0.5796661629610197,5808.145352213779,105.0,-117.0,4.26359769093861,0.15221462405546762,-0.105593842502961,1.234363824704896,0.19778537594453238,-0.213,1.0207353462810904,0.08659769093861037,-0.07378537594453238,0.6822557734346535,CONFIRMED
4466,13.491439307425939,137.7839533422697,2454970.7839404047,0.5687324363122155,0.3720080078417923,-0.3536217700812039,2.3790757204379416,0.1552107779122851,-0.1552107779122851,536.2173285411269,36.15293076296809,-36.15293076296809,0.021851187857540772,0.00013145868060763068,-0.0018120932069933468,5.116020574448827,3.932639617337675,-3.6155744653760964,1.889657805369269,0.23072442847042315,-0.12110666231011541,0.10428653102436117,89.10331998693034,654.5693468386422,44.585696735799864,16.417102286118308,-8.583982495232767,36.60262116212808,11.717910515715772,-11.717910515715772,0.22203767863647159,0.4676534382833746,6.214888413429565,31.774034011199895,18.57866753797692,1,98.74444807490383,0.34708350947014344,5370.553331155058,126.62177008120389,-126.62177008120389,4.5662475440833035,0.03562977792299615,-0.08799599607910387,0.7921649052985653,0.09843866100315003,-0.04944266492404616,0.8407906793006653,0.061957772695134646,-0.062144885694084634,0.46729158721316144,CONFIRMED
4467,237.09104233447312,157.9113680937914,2454990.9110594406,0.7494105580000914,0.12946854771724545,-0.5284139324963995,10.016863458378335,0.9599668640386402,-0.9599668640386402,995.0046032083969,55.783798848172324,-55.783798848172324,0.03568583034918859,0.07827483611041366,-0.0070237726532636525,0.4625259762356254,3.9196867672795985,-0.18879437758524048,4.033430502261854,0.5635102793089034,-0.5613470390785378,0.7167745327805486,89.45926357589522,313.06505034972844,2.550153410533655,1.037220001235431,-0.8228536322511749,87.65753748875673,31.049302040077038,-31.049302040077038,0.27513065361989686,0.3794411475072222,10.270153428674528,23.271830952594037,26.558269300729243,1,5.865296092146214,0.6982949364707635,5797.62442459895,104.21632402303655,-106.81221229947519,4.353583921719381,0.1296775083916214,-0.10321632402303654,1.0471831844921278,0.1468162011518277,-0.1468162011518277,0.9000935866722402,0.0723795642534021,-0.05402853632251175,0.024877262649203657,CONFIRMED
4468,4.1696184168197785,154.54340020738962,2454987.5433587465,0.1758645167967322,0.26843461916982747,-0.1758645167967322,6.4996938788167276,0.1440122699648091,-0.1440122699648091,169.5712266515026,4.836520733352784,-4.836520733352784,0.0114108267746873,0.00034287119773539513,-0.0003096626730654218,0.3649633927780256,0.021738457903225535,-0.11582003819561869,2.6662615233206903,0.5182436643297349,-0.4870783413317772,0.05013027655969656,87.72625863170995,1553.9478688325066,1383.7138220310514,686.4830835888699,-512.4781302868317,5.18563922504832,0.6206194713934061,-0.6206194713934061,0.20099631901055728,0.5042289114558566,4.700605717973374,28.36772538524812,37.96816239688938,1,373.7563356702651,0.48566602648110957,5260.350977972978,74.51826036667639,-70.66434330008752,3.781491761041318,0.17265040310061272,-0.1130434908330902,2.41724983167803,0.47573070382813015,-0.43460887166326273,1.0152104840657137,0.1401879035318356,-0.08794089873276925,0.033532200566151214,CONFIRMED
4469,165.79860913034028,216.5886511581915,2455049.5889511583,0.5123009788034671,0.12632841453044902,-0.4104113191283435,12.09827762919404,0.46474234010297233,-0.46474234010297233,349.33831095331277,26.68302811379413,-26.68302811379413,0.018209634429770992,0.0013408551104207433,-0.001332106077756036,0.45195730989180943,0.5568917607367212,-0.1595039967077973,2.3131721488549535,0.5594548144860683,-0.3762453334812693,0.5930811438611733,89.56211910997693,378.20817778270896,4.840408889135449,3.5226026634120755,-1.8238909628972138,80.36431994230497,26.924906669625386,-26.924906669625386,0.29959802071542724,0.3257462104464752,6.561190155715682,12.470439098198966,16.082897791585136,2,7.0,0.6754169189508203,6122.167288869164,163.80918507012387,-181.5873776495666,4.312908325750047,0.13162453334812693,-0.1597819257944273,1.164975170717198,0.27811650353275547,-0.18971994081306498,1.0095080298153714,0.12589096289721363,-0.0931127703177709,0.22264936263092888,CONFIRMED
4470,13.020079376015303,139.57768600405558,2454972.5776745146,0.2996427979860515,0.3458460308916062,-0.1946364978139979,5.385401505593923,0.0787374043291139,-0.0787374043291139,712.6752205060219,17.3368542323645,-17.3368542323645,0.02478383502895662,0.0016737475032972844,-0.0006945107102924911,0.5955415606383034,0.23131659739219934,-0.34069066543405746,2.787021420584982,0.5592427548021384,-0.3292553551462456,0.10794530870843064,89.11844770857195,789.42616553183,91.99178708966758,54.34919357797713,-27.502948770428294,17.43953532769571,3.388328314686925,-3.388328314686925,0.2622,0.4035,10.737137591390258,61.85689592863871,70.59006732011186,1,101.22465349053705,0.15872723188785787,5808.423645463008,135.47370846472901,-152.09760593461962,4.415143888833108,0.09210264607226254,-0.15359697591741425,1.0275813946746346,0.20769710192085533,-0.12140176404817501,0.9913235194595674,0.09709886596903035,-0.0907728264406415,0.018901134030969654,CONFIRMED
4471,27.035551795762174,146.37926044088104,2454979.379013599,0.22211113201784197,0.21697073492577024,-0.22211113201784197,5.713522160181102,0.19950416861141168,-0.19950416861141168,317.3537687091401,20.630413097929612,-20.630413097929612,0.01623665121876705,0.0007287017972997809,-0.0006694065587391003,2.2561171701381646,0.3466782874945672,-0.7513348576453901,2.153537687091401,0.35561400207709165,-0.31245600830836656,0.17754413757712517,89.62546767670594,670.9035005192729,47.898184812755446,21.050233367951527,-14.855200904147477,40.072872405152495,5.607890280407371,-5.607890280407371,0.2621777735964316,0.40600877952226894,4.779384458514365,14.969186871759078,17.683033783369854,1,42.47953326409694,0.05347010446574702,5821.614002077092,85.02630093469124,-88.14910135010956,4.283005928279077,0.13243563565275232,-0.11057603274482404,1.212388773901869,0.20012280041541833,-0.17610520373876495,1.022959066528194,0.08412280041541834,-0.06394443399107902,0.004438599792290837,CONFIRMED
4472,6.445575059604367,133.83431498428243,2454966.8344573607,0.5903259098277661,0.3850673547020308,-0.3828716536007103,4.889837122817221,0.30299363699522813,-0.30299363699522813,55.844471171989795,5.357305811918767,-5.357305811918767,0.00714307930468827,0.00013112834639928973,-0.0006413887638521808,0.3617341142012698,0.4390207728367954,-0.1091051617940983,1.137287188647209,0.29332272832538014,-0.2175921471335034,0.073433863583731,86.01868472098325,1303.0673547020308,683.6058919914636,508.5549142471713,-289.57421278134046,8.736937223384754,3.5149297740761307,-3.5149297740761307,0.3133447893222284,0.2843744626376651,3.8170905167842104,10.072192824043244,12.757942112395959,1,208.17979358939075,0.5768405447387415,6630.862109093552,154.72553736233493,-213.39008302741098,4.216041902682943,0.1396467758259904,-0.16774967020619247,1.4646995421913214,0.37892946379558323,-0.28178148523005203,1.2754269418808122,0.16793582680035513,-0.20657942112395958,0.09659214713350339,CONFIRMED
4473,13.160081302993548,171.53650273143694,2455004.536162555,0.7284159199268411,0.04164983220523335,-0.5114535531338549,3.5409386729664747,0.06405969502504451,-0.06405969502504451,1228.5898145389801,25.495998822249792,-25.495998822249792,0.03466150809530078,0.0015501189285244141,-0.002479047276972214,1.0147117563643548,1.9993544928566012,-0.31334703810299025,3.888365969946587,1.1315626729387644,-0.5950643508864308,0.10918213482468843,87.99929490726949,803.4888077703804,99.19792934884272,86.01626175983597,-36.55844839514216,20.961219899821955,8.217389461213918,-8.217389461213918,0.2892423055638306,0.35162572740624765,8.364245055469889,46.52709258243682,56.63068001219316,1,99.66745952349609,0.6461220877146802,5969.984751252226,168.87660877216078,-195.54406829565687,4.4262186635306175,0.09122439799643914,-0.18954406829565687,1.020902349126733,0.29789185751993524,-0.15381896967639597,0.9998413541356352,0.13622677656692742,-0.12857932293218235,0.775,CONFIRMED
4474,14.576199566492516,141.03059649842922,2454974.03088441,0.03362724874657874,0.43143537626947126,-0.032879747011150484,4.5599983350043924,0.17486442370484878,-0.17486442370484878,104.14290474353776,6.894503663710086,-6.894503663710086,0.009295453698418651,0.00042707195269302213,-0.0004288357763208312,1.3319993034169646,0.06072128927623072,-0.5755781677542355,1.0812091939837811,0.1403664224193276,-0.06021985345159654,0.1228875749582193,89.92091272400069,786.7838107725968,90.31172883918398,30.15373750867714,-13.85769487080588,24.611199197840854,1.1208860779016723,-1.1208860779016723,0.28261538974161177,0.37284833443887483,3.6442044900830246,13.068550543824564,17.14103931096469,1,93.90473017097483,0.29493914055791515,6064.934043964521,66.19786810643689,-96.1355762951512,4.451761825427437,0.02415389741611758,-0.10207694870805878,1.0611135909499916,0.13815756164031087,-0.05316122586450413,1.1626189206838993,0.0531209193983781,-0.08693770818871431,0.05480279830309165,CONFIRMED
4475,66.58453782968331,179.89863426279967,2455012.898319391,0.1103074765322185,0.38130777952007894,-0.08251267265273976,5.8890517559553714,0.13810255407815186,-0.13810255407815186,1485.640962988449,55.28460711447527,-55.28460711447527,0.03560038212456878,0.00209461356518456,-0.001286921442442658,2.433672673727858,2.3109989887237923,-0.8014451777457736,3.3038458756687135,0.904615324468911,-0.29923074667584165,0.3088563441454114,89.94717956737479,419.71797628508244,7.589488597941513,6.291539679504551,-2.051026029471616,82.21023722854356,10.658956866374972,-10.658956866374972,0.2670461551994495,0.3938974332159056,8.866365227983776,26.84328141942222,28.979489184369633,3,21.461542220693058,0.6360513650032935,5649.692288896535,167.66666992460065,-169.41025540781519,4.5415897445921845,0.044,-0.17712820237149174,0.8498974263742443,0.23269230844413863,-0.0778974361480462,0.9175897250445809,0.1037948722960924,-0.09694871318712213,0.053640914119439276,CONFIRMED
4476,7.628998883165077,370.5748831860051,2455203.575319524,0.6527518355599218,0.06011835931085571,-0.5008885873049422,2.325902123547128,0.08254842205956094,-0.08254842205956094,943.2280514496638,51.19462120206654,-51.19462120206654,0.0316403161032142,0.0011241079715825584,-0.004635437508013671,2.7106635464800664,4.9791619364622655,-0.5768610275536498,1.3907462782672835,0.1675633476249066,-0.18073238503568761,0.057407462782672836,87.18694542077289,424.1704267339406,7.645098908786622,2.665366192517844,-2.434859411518591,17.490062197588188,6.26338074821562,-6.26338074821562,0.406675739285256,0.2946228713915844,4.693279768592984,22.875641922929653,29.160013249323605,1,113.5564010091087,0.6536601254974104,3622.174594703419,72.07323850356876,-85.24366523750933,4.862512669524981,0.05178028448929372,-0.055,0.40402394972680306,0.04714647700713752,-0.054097188230371816,0.4335605689785874,0.04153661925178438,-0.06902394972680306,0.012342242791040741,CONFIRMED
4477,109.01207901229725,194.68792943138354,2455027.688123532,0.10775740379796081,0.347996721436169,-0.10775740379796081,9.999178727026745,0.4353646598853346,-0.4353646598853346,486.42410650374876,32.234488038498455,-32.234488038498455,0.02025125029732275,0.0011125659496873943,-0.0006430445849638106,0.9631312289357928,0.16104677609315882,-0.4418833539682208,2.202293738293512,0.6649174953174047,-0.271476887877137,0.44143686499727597,89.93344060744026,416.8679925078476,7.358960765351391,6.724538298129558,-2.3321205325187435,81.73601302365942,11.124915332970128,-11.124915332970128,0.3058,0.3071,5.314249011156042,13.076049108289062,17.745792801774463,1,13.229373829351186,0.7354505188139155,6201.752485952215,189.50825046825952,-208.63943831945417,4.43885067193037,0.07941088413106075,-0.19698349906348095,1.001509889750175,0.3019348158948815,-0.1252796962798661,1.000130368210237,0.13701650093651904,-0.12344224672218332,0.41924341584299696,CONFIRMED
4478,47.57363393054745,160.2113524095384,2454993.211629122,0.9232010468941213,0.0237648987713544,-0.6544106073718736,11.386910987909225,0.30949183249302153,-0.30949183249302153,459.6457086005192,25.99200986342954,-25.99200986342954,0.023718686892212064,0.0009758259387145493,-0.004251637134465721,0.04887261723530314,0.7430580969969223,-0.022875716127563922,2.9857564457388905,0.7872233085319896,-0.448840889421896,0.2556966698369948,86.36260641979538,605.8467554946404,32.400287593127516,27.76263168388091,-10.971296591120478,14.549659456654757,7.2,-7.2,0.3049175506143228,0.3091674528464437,5.233710433447317,13.328203611277212,20.628094825982586,1,36.67976293504354,0.5738411628371481,6303.926656860345,160.8722962455337,-193.77864682559175,4.3643411749473815,0.08980223221890354,-0.18624884928288296,1.1637675462822412,0.3051925333104902,-0.17882253849919053,1.0764990223212092,0.14073084443683004,-0.13467976293504352,0.036402093788242516,CONFIRMED
